scenario,team_profile,workload_profile,completed_tasks_mean,completed_tasks_std,blocked_events_mean,blocked_days_mean,rework_events_mean,flow_efficiency_mean,capacity_utilization_mean
JLR-4D adaptado,Equipo distribuido,Carga media,15.061666666666667,2.0546001331105868,2.6533333333333333,4.306666666666667,1.4625,0.8907947776914373,0.8621011396011398
JLR-4D adaptado,Equipo junior,Alta dependencia,11.4775,1.5905770533999088,4.074166666666667,6.8758333333333335,2.5616666666666665,0.8088849047912406,0.6971199633699633
JLR-4D adaptado,Equipo junior,Carga alta,13.49,1.598550218896885,2.735,4.5075,1.7116666666666667,0.8607055719273721,0.7013415750915751
JLR-4D adaptado,Equipo junior,Carga baja,11.353333333333333,1.3152682226971506,1.2358333333333333,2.025,0.8941666666666667,0.9295393238652758,0.6989445970695971
JLR-4D adaptado,Equipo junior,Carga media,12.339166666666667,1.4586199924783718,1.7583333333333333,2.8491666666666666,1.2491666666666668,0.9067517297666766,0.7003205128205128
JLR-4D adaptado,Equipo mixto,Alta dependencia,15.578333333333333,1.864160168324205,4.730833333333333,7.37,2.9991666666666665,0.8450710167937127,0.7739781746031746
JLR-4D adaptado,Equipo mixto,Carga alta,18.003333333333334,1.8994724404025338,3.11,4.711666666666667,2.02,0.89006339132049,0.7763822751322751
JLR-4D adaptado,Equipo mixto,Carga baja,15.08,1.6373252665115046,1.4275,2.2183333333333333,1.0566666666666666,0.9438321233116856,0.7736871693121693
JLR-4D adaptado,Equipo mixto,Carga media,16.5825,1.7162891530996578,2.180833333333333,3.3991666666666664,1.4383333333333332,0.9173998823476575,0.7754993386243386
JLR-4D adaptado,Equipo senior,Alta dependencia,19.354166666666668,1.9502740695461696,4.886666666666667,7.319166666666667,3.19,0.8697227485370657,0.8412908066168936
JLR-4D adaptado,Equipo senior,Carga alta,22.22833333333333,2.0618939661943685,3.265833333333333,4.846666666666667,2.1558333333333333,0.907342465647176,0.8402658834724053
JLR-4D adaptado,Equipo senior,Carga baja,18.028333333333332,1.6677875019063892,1.59,2.4633333333333334,1.1308333333333334,0.95236990392099,0.8361668313570487
JLR-4D adaptado,Equipo senior,Carga media,20.185,1.8682479203547704,2.2425,3.3375,1.5791666666666666,0.9336297035973291,0.841553121797687
JLR-4D sin adaptación,Equipo distribuido,Alta dependencia,9.108333333333333,1.671503961546839,8.765833333333333,21.623333333333335,2.9258333333333333,0.7025283199608662,0.6773958333333333
JLR-4D sin adaptación,Equipo distribuido,Carga alta,11.511666666666667,1.715317993474632,5.220833333333333,12.444166666666666,2.0608333333333335,0.7739428780167017,0.6762152777777777
JLR-4D sin adaptación,Equipo distribuido,Carga baja,9.899166666666666,1.3846529138977475,2.194166666666667,5.300833333333333,0.9975,0.8827947995443501,0.6745659722222221
JLR-4D sin adaptación,Equipo distribuido,Carga media,10.598333333333333,1.5299066641104708,3.285,7.979166666666667,1.4783333333333333,0.8374800155490264,0.6779340277777777
JLR-4D sin adaptación,Equipo junior,Alta dependencia,8.845833333333333,1.8379919706822625,7.7091666666666665,18.975833333333334,3.1425,0.719359550544311,0.6813715277777778
JLR-4D sin adaptación,Equipo junior,Carga alta,11.31,1.8466388554755708,4.608333333333333,11.145,2.1225,0.7873552488930997,0.683923611111111
JLR-4D sin adaptación,Equipo junior,Carga baja,9.609166666666667,1.5400408253274611,1.9925,4.8625,1.195,0.8937772404435003,0.6802083333333333
JLR-4D sin adaptación,Equipo junior,Carga media,10.43,1.7467042718152517,2.9516666666666667,7.2325,1.5216666666666667,0.8495828727613809,0.68421875
JLR-4D sin adaptación,Equipo mixto,Alta dependencia,11.990833333333333,2.0982734804010534,7.7125,18.21,3.4225,0.7633347864349169,0.9036805555555556
JLR-4D sin adaptación,Equipo mixto,Carga alta,14.504166666666666,2.356468422253194,4.940833333333333,11.675,2.4525,0.8123159400809029,0.9045659722222222
JLR-4D sin adaptación,Equipo mixto,Carga baja,12.225,1.9233107575805823,2.2716666666666665,5.509166666666666,1.2725,0.8979463525355805,0.898654513888889
JLR-4D sin adaptación,Equipo mixto,Carga media,13.341666666666667,2.0944974708192605,3.236666666666667,7.825,1.7,0.86575662054485,0.9048871527777778
JLR-4D sin adaptación,Equipo senior,Alta dependencia,15.064166666666667,2.2596395615257374,7.901666666666666,18.226666666666667,3.7575,0.7935085344291076,0.9177760416666666
JLR-4D sin adaptación,Equipo senior,Carga alta,18.0875,2.31141283080183,5.039166666666667,11.595,2.535833333333333,0.8428877535983159,0.9247291666666666
JLR-4D sin adaptación,Equipo senior,Carga baja,14.9125,1.9768916258654678,2.3425,5.369166666666667,1.3258333333333334,0.9198703463252612,0.915
JLR-4D sin adaptación,Equipo senior,Carga media,16.566666666666666,2.1570271658119182,3.3383333333333334,7.62,1.7875,0.8913623651157337,0.9117239583333333
Scrum 5 días,Equipo distribuido,Alta dependencia,16.5625,1.7926996104323694,4.9725,7.225,2.8666666666666667,0.8434988802924628,0.7671736111111112
Scrum 5 días,Equipo distribuido,Carga alta,18.845833333333335,1.9000195703014473,3.3558333333333334,4.925833333333333,2.0025,0.8853476812615435,0.7645902777777778
Scrum 5 días,Equipo distribuido,Carga baja,15.760833333333334,1.6276282182682178,1.5933333333333333,2.3608333333333333,0.9725,0.9415132350833126,0.7670208333333333
Scrum 5 días,Equipo distribuido,Carga media,17.301666666666666,1.8740127602047074,2.2441666666666666,3.35,1.4133333333333333,0.9184383597799893,0.7693611111111112
Scrum 5 días,Equipo junior,Alta dependencia,15.811666666666667,2.2241821817326093,4.283333333333333,6.390833333333333,3.129166666666667,0.8558248138569401,0.9443611111111111
Scrum 5 días,Equipo junior,Carga alta,18.195,2.4471681988565033,2.815,4.210833333333333,2.0825,0.8966668625904644,0.9364166666666667
Scrum 5 días,Equipo junior,Carga baja,15.119166666666667,2.016189513831795,1.3858333333333333,2.045,1.04,0.9465375229816557,0.939
Scrum 5 días,Equipo junior,Carga media,16.726666666666667,2.226226768977346,1.9025,2.845833333333333,1.5158333333333334,0.9275789026120843,0.9420277777777778
Scrum 5 días,Equipo mixto,Alta dependencia,19.77,2.274073329495615,4.506666666666667,6.29,3.1441666666666666,0.8837041035800172,0.9626250000000001
Scrum 5 días,Equipo mixto,Carga alta,22.803333333333335,2.413402020658109,3.0208333333333335,4.184166666666667,2.256666666666667,0.9177060538326244,0.9673541666666667
Scrum 5 días,Equipo mixto,Carga baja,18.274166666666666,1.9236466201344922,1.4866666666666666,2.105,1.1458333333333333,0.9569602928666442,0.958125
Scrum 5 días,Equipo mixto,Carga media,20.4975,2.106820509808669,2.0858333333333334,2.8716666666666666,1.6008333333333333,0.9420561274071994,0.9686111111111111
Scrum 5 días,Equipo senior,Alta dependencia,23.025,2.139280744023903,4.480833333333333,6.0616666666666665,3.3141666666666665,0.9038304917920497,0.968836111111111
Scrum 5 días,Equipo senior,Carga alta,26.968333333333334,2.4294544853668847,2.9783333333333335,4.05,2.2925,0.9337034121129574,0.9749166666666668
Scrum 5 días,Equipo senior,Carga baja,21.02166666666667,1.923784814430246,1.4941666666666666,2.0191666666666666,1.1666666666666667,0.9662552043867966,0.9632666666666667
Scrum 5 días,Equipo senior,Carga media,23.6975,2.136538730780099,2.07,2.8225,1.545,0.9527217027097714,0.9676027777777777
