scenario,team_profile,workload_profile,condition_profile,ai_support,completed_tasks_mean,completed_tasks_std,incomplete_tasks_mean,blocked_events_mean,blocked_days_mean,rework_events_mean,flow_efficiency_mean,capacity_utilization_mean,effective_morale_mean,event_count_mean
JLR-4D adaptado,Equipo distribuido,Alta dependencia,Condición favorable,IA moderada,11.75,3.666539873552646,28.25,10.829166666666667,15.654166666666667,10.2375,0.8076993203398286,1.0,0.6761666666666667,0.5041666666666667
JLR-4D adaptado,Equipo distribuido,Alta dependencia,Condición favorable,Sin IA,9.1125,3.2264353297778174,30.8875,11.816666666666666,17.8875,11.575,0.7845480117326922,1.0,0.666125,0.625
JLR-4D adaptado,Equipo distribuido,Alta dependencia,Hand-off débil,IA alta,9.379166666666666,3.142698140755035,30.620833333333334,9.345833333333333,20.65,12.133333333333333,0.7989872279197068,1.0,0.6720416666666666,0.5291666666666667
JLR-4D adaptado,Equipo distribuido,Alta dependencia,Hand-off débil,IA moderada,7.3375,3.0951862341816816,32.6625,10.870833333333334,25.133333333333333,14.6,0.7882013576713085,1.0,0.663,0.6541666666666667
JLR-4D adaptado,Equipo distribuido,Alta dependencia,Hand-off débil,Sin IA,6.8875,3.2702299255083562,33.1125,12.783333333333333,32.82083333333333,16.375,0.7697471313601584,1.0,0.6570416666666666,0.6583333333333333
JLR-4D adaptado,Equipo distribuido,Carga alta,Alta fatiga de reuniones,IA alta,9.491666666666667,3.266402659186193,45.50833333333333,7.1125,11.7375,7.745833333333334,0.8375985397799991,1.0,0.66125,0.7625
JLR-4D adaptado,Equipo distribuido,Carga alta,Alta fatiga de reuniones,IA moderada,8.916666666666666,3.1319205099894556,46.083333333333336,7.720833333333333,13.675,9.258333333333333,0.8191144551326571,1.0,0.6657083333333332,0.6916666666666667
JLR-4D adaptado,Equipo distribuido,Carga alta,Alta fatiga de reuniones,Sin IA,7.441666666666666,3.079954988893875,47.55833333333333,8.85,16.975,10.216666666666667,0.7955758813550301,1.0,0.6537499999999999,0.8291666666666667
JLR-4D adaptado,Equipo distribuido,Carga alta,Backlog débil,IA alta,9.579166666666667,3.501640878559491,45.420833333333334,8.6,13.704166666666667,8.704166666666667,0.826243513167259,1.0,0.6570833333333332,0.6791666666666667
JLR-4D adaptado,Equipo distribuido,Carga alta,Backlog débil,IA moderada,9.370833333333334,3.441073488077329,45.62916666666667,9.495833333333334,16.05,10.591666666666667,0.8103589477150954,1.0,0.6670416666666666,0.6
JLR-4D adaptado,Equipo distribuido,Carga alta,Backlog débil,Sin IA,8.1,3.0198783538358853,46.9,10.8875,18.820833333333333,12.3875,0.78459506095077,1.0,0.6604583333333333,0.6375
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición estándar,IA alta,11.2125,3.121100076956292,43.7875,7.0625,11.154166666666667,7.629166666666666,0.8483361106529282,1.0,0.6725416666666667,0.6083333333333333
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición estándar,IA moderada,10.241666666666667,3.1383598662247554,44.75833333333333,8.316666666666666,13.604166666666666,8.8875,0.8295631411740878,1.0,0.661625,0.7041666666666667
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición estándar,Sin IA,8.925,3.41951695920778,46.075,9.291666666666666,16.133333333333333,10.383333333333333,0.7974485656811002,1.0,0.6638749999999999,0.7958333333333333
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición favorable,IA alta,12.820833333333333,3.806675392692125,42.17916666666667,6.4375,8.9,6.125,0.863081324849745,1.0,0.6576666666666667,0.7625
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición favorable,IA moderada,11.491666666666667,4.3880702353672545,43.50833333333333,7.141666666666667,10.266666666666667,7.6375,0.8380416562769495,1.0,0.6475000000000001,0.7708333333333334
JLR-4D adaptado,Equipo distribuido,Carga alta,Condición favorable,Sin IA,10.120833333333334,3.308095707593678,44.87916666666667,7.904166666666667,12.25,8.758333333333333,0.8259047103359067,1.0,0.6620416666666666,0.625
JLR-4D adaptado,Equipo distribuido,Carga alta,Hand-off débil,IA alta,10.158333333333333,3.490563089732525,44.84166666666667,7.0125,15.3125,9.15,0.8458446695288698,1.0,0.6729583333333333,0.6708333333333333
JLR-4D adaptado,Equipo distribuido,Carga alta,Hand-off débil,IA moderada,9.775,3.33477305030959,45.225,8.35,19.5875,10.854166666666666,0.8203820795982969,1.0,0.6836666666666666,0.5791666666666667
JLR-4D adaptado,Equipo distribuido,Carga alta,Hand-off débil,Sin IA,8.479166666666666,3.2944074795874996,46.520833333333336,9.158333333333333,23.083333333333332,12.7,0.8140754194500095,1.0,0.6675,0.6583333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Alta fatiga de reuniones,IA alta,10.8625,3.5349199419245556,19.1375,2.4625,4.341666666666667,3.216666666666667,0.9168220979310462,1.0,0.6604583333333333,0.775
JLR-4D adaptado,Equipo distribuido,Carga baja,Alta fatiga de reuniones,IA moderada,10.933333333333334,3.503096856663937,19.066666666666666,2.8041666666666667,5.1375,3.9,0.9194100198727805,1.0,0.6697083333333332,0.75
JLR-4D adaptado,Equipo distribuido,Carga baja,Alta fatiga de reuniones,Sin IA,9.958333333333334,3.4274204002020325,20.041666666666668,3.1958333333333333,6.5125,4.829166666666667,0.9018008804919398,0.9997159090909091,0.6586666666666666,0.7291666666666666
JLR-4D adaptado,Equipo distribuido,Carga baja,Backlog débil,IA alta,12.516666666666667,3.2906189300521103,17.483333333333334,3.05,5.133333333333334,3.879166666666667,0.9233421252665945,0.9992354917626656,0.6789583333333333,0.4708333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Backlog débil,IA moderada,10.875,3.378649429361856,19.125,3.575,5.779166666666667,4.4625,0.8986515442229774,0.9988358829844337,0.6624166666666667,0.7208333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Backlog débil,Sin IA,10.745833333333334,3.759226214186659,19.254166666666666,3.925,6.841666666666667,5.425,0.8941676073101973,0.9994774247491639,0.6659166666666666,0.625
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición estándar,IA alta,12.6625,3.266197166898286,17.3375,2.654166666666667,4.3875,3.2958333333333334,0.929967843048305,1.0,0.6769583333333333,0.6625
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición estándar,IA moderada,12.2125,3.609704782838461,17.7875,3.275,5.891666666666667,4.275,0.9110067586746647,1.0,0.6797916666666666,0.5458333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición estándar,Sin IA,10.758333333333333,3.5523481145458855,19.241666666666667,3.3916666666666666,6.55,4.620833333333334,0.9007268823045183,1.0,0.6603333333333333,0.6041666666666666
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición favorable,IA alta,14.070833333333333,3.776050843421735,15.929166666666667,2.5166666666666666,3.4625,2.7708333333333335,0.9400069882539992,1.0,0.655875,0.6916666666666667
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición favorable,IA moderada,13.954166666666667,3.7875019274935147,16.045833333333334,2.870833333333333,4.208333333333333,3.433333333333333,0.9328758290474084,1.0,0.6724166666666667,0.5375
JLR-4D adaptado,Equipo distribuido,Carga baja,Condición favorable,Sin IA,11.675,3.909354728507691,18.325,3.0166666666666666,4.620833333333334,3.683333333333333,0.9199961673710314,1.0,0.6604166666666667,0.7458333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Hand-off débil,IA alta,11.804166666666667,3.5463434131377016,18.195833333333333,2.5125,5.779166666666667,3.870833333333333,0.9290664306423962,1.0,0.6598333333333333,0.6416666666666667
JLR-4D adaptado,Equipo distribuido,Carga baja,Hand-off débil,IA moderada,12.125,3.386071643002864,17.875,2.9625,6.929166666666666,4.779166666666667,0.9196319105159361,1.0,0.6874166666666667,0.5583333333333333
JLR-4D adaptado,Equipo distribuido,Carga baja,Hand-off débil,Sin IA,10.9375,3.123713124153428,19.0625,3.4458333333333333,8.6375,5.85,0.9083538238532963,1.0,0.6722916666666666,0.5541666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Alta fatiga de reuniones,IA alta,10.020833333333334,3.476698184339996,29.979166666666668,4.383333333333334,7.629166666666666,4.854166666666667,0.8764443898638797,1.0,0.66125,0.8041666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Alta fatiga de reuniones,IA moderada,9.795833333333333,3.529312895147572,30.204166666666666,4.791666666666667,8.183333333333334,5.579166666666667,0.8630102229064528,1.0,0.6535416666666667,0.8041666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Alta fatiga de reuniones,Sin IA,9.183333333333334,3.2982392496358135,30.816666666666666,5.179166666666666,9.570833333333333,7.183333333333334,0.8584599574800331,1.0,0.6505416666666667,0.8
JLR-4D adaptado,Equipo distribuido,Carga media,Backlog débil,IA alta,10.845833333333333,3.5987537553093105,29.154166666666665,5.054166666666666,8.020833333333334,5.870833333333334,0.8693963135959424,0.9999094202898551,0.6693333333333332,0.675
JLR-4D adaptado,Equipo distribuido,Carga media,Backlog débil,IA moderada,10.108333333333333,3.563637447181066,29.891666666666666,5.658333333333333,9.495833333333334,6.870833333333334,0.8648877988930109,1.0,0.6575833333333333,0.6333333333333333
JLR-4D adaptado,Equipo distribuido,Carga media,Backlog débil,Sin IA,9.629166666666666,3.604968580422007,30.370833333333334,6.504166666666666,11.554166666666667,7.8625,0.8429249249306522,1.0,0.662,0.6791666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Condición estándar,IA alta,11.783333333333333,3.787633109821549,28.216666666666665,4.391666666666667,6.9875,5.0375,0.8894549558271373,1.0,0.6581666666666666,0.6875
JLR-4D adaptado,Equipo distribuido,Carga media,Condición estándar,IA moderada,11.170833333333333,3.3197745508302687,28.829166666666666,5.020833333333333,8.608333333333333,6.308333333333334,0.879168621611862,1.0,0.6702916666666667,0.6125
JLR-4D adaptado,Equipo distribuido,Carga media,Condición estándar,Sin IA,9.954166666666667,3.657110820537977,30.045833333333334,5.354166666666667,9.75,6.854166666666667,0.8582556161185178,1.0,0.6587083333333333,0.7833333333333333
JLR-4D adaptado,Equipo distribuido,Carga media,Condición favorable,IA alta,13.808333333333334,3.4792771656677424,26.191666666666666,4.004166666666666,5.545833333333333,4.1,0.9109325492998257,1.0,0.6660833333333332,0.675
JLR-4D adaptado,Equipo distribuido,Carga media,Condición favorable,IA moderada,13.341666666666667,3.985319993837075,26.658333333333335,4.704166666666667,6.720833333333333,5.1875,0.8947200490834817,1.0,0.6756249999999999,0.5541666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Condición favorable,Sin IA,11.125,3.524124865402133,28.875,5.079166666666667,7.645833333333333,5.620833333333334,0.8773391776696929,1.0,0.6599999999999999,0.7333333333333333
JLR-4D adaptado,Equipo distribuido,Carga media,Hand-off débil,IA alta,10.916666666666666,3.652438477788597,29.083333333333332,4.3625,9.408333333333333,5.895833333333333,0.880241396228719,1.0,0.6585416666666666,0.6833333333333333
JLR-4D adaptado,Equipo distribuido,Carga media,Hand-off débil,IA moderada,11.166666666666666,3.3294258827172705,28.833333333333332,4.929166666666666,11.483333333333333,7.208333333333333,0.8690081723961781,1.0,0.68075,0.5916666666666667
JLR-4D adaptado,Equipo distribuido,Carga media,Hand-off débil,Sin IA,9.795833333333333,3.2657701285876577,30.204166666666666,5.254166666666666,13.5,8.0375,0.852296892470408,1.0,0.6673333333333333,0.7375
JLR-4D adaptado,Equipo junior,Alta dependencia,Alta fatiga de reuniones,IA alta,6.883333333333334,2.6423754158360593,33.11666666666667,8.483333333333333,12.195833333333333,10.195833333333333,0.7891840257742155,1.0,0.63825,0.725
JLR-4D adaptado,Equipo junior,Alta dependencia,Alta fatiga de reuniones,IA moderada,5.995833333333334,2.467356616915128,34.00416666666667,10.079166666666667,15.241666666666667,12.033333333333333,0.7779614893950522,1.0,0.64675,0.6916666666666667
JLR-4D adaptado,Equipo junior,Alta dependencia,Alta fatiga de reuniones,Sin IA,5.0625,2.4064614032549225,34.9375,11.458333333333334,18.529166666666665,13.945833333333333,0.7494914583107346,0.9998842592592593,0.6340000000000001,0.6625
JLR-4D adaptado,Equipo junior,Alta dependencia,Backlog débil,IA alta,7.5375,2.88674832633217,32.4625,11.225,15.133333333333333,12.55,0.7977876144017438,1.0,0.648,0.6833333333333333
JLR-4D adaptado,Equipo junior,Alta dependencia,Backlog débil,IA moderada,7.0625,2.9430170526833397,32.9375,13.225,19.3625,15.020833333333334,0.7595382554285002,0.999905303030303,0.6504583333333334,0.5416666666666666
JLR-4D adaptado,Equipo junior,Alta dependencia,Backlog débil,Sin IA,5.85,2.781137902634964,34.15,15.8875,24.170833333333334,17.870833333333334,0.7379122149223892,0.9998106060606061,0.6462500000000001,0.6666666666666666
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición estándar,IA alta,8.491666666666667,3.0981053282329927,31.508333333333333,9.445833333333333,13.175,10.408333333333333,0.8091130981108329,1.0,0.6471666666666668,0.6166666666666667
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición estándar,IA moderada,8.016666666666667,3.1503027239363397,31.983333333333334,11.075,16.4,12.9125,0.7826423570277818,1.0,0.6482500000000001,0.6625
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición estándar,Sin IA,6.5625,2.915161994824121,33.4375,13.175,19.995833333333334,15.458333333333334,0.7640296336495004,1.0,0.644625,0.5375
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición favorable,IA alta,9.679166666666667,3.326259055252602,30.320833333333333,7.745833333333334,9.420833333333333,8.483333333333333,0.8404741989853934,1.0,0.6438333333333334,0.5583333333333333
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición favorable,IA moderada,8.875,3.2136281455296896,31.125,9.129166666666666,11.8375,9.879166666666666,0.8105550503486098,1.0,0.6468333333333334,0.5791666666666667
JLR-4D adaptado,Equipo junior,Alta dependencia,Condición favorable,Sin IA,8.095833333333333,2.9520546942278503,31.904166666666665,11.083333333333334,14.754166666666666,12.5625,0.7901165272146444,1.0,0.6564166666666668,0.5416666666666666
JLR-4D adaptado,Equipo junior,Alta dependencia,Hand-off débil,IA alta,8.054166666666667,3.053426522546655,31.945833333333333,9.041666666666666,17.075,12.916666666666666,0.787205792876593,1.0,0.6452083333333334,0.575
JLR-4D adaptado,Equipo junior,Alta dependencia,Hand-off débil,IA moderada,6.491666666666666,3.2458427439648876,33.50833333333333,10.966666666666667,21.283333333333335,15.154166666666667,0.7927143615802879,1.0,0.6355833333333334,0.6791666666666667
JLR-4D adaptado,Equipo junior,Alta dependencia,Hand-off débil,Sin IA,5.720833333333333,2.6593923184605064,34.27916666666667,12.745833333333334,26.383333333333333,19.091666666666665,0.7702708154542052,1.0,0.6572083333333334,0.4375
JLR-4D adaptado,Equipo junior,Carga alta,Alta fatiga de reuniones,IA alta,7.8875,2.791171452152986,47.1125,6.245833333333334,9.2125,7.625,0.8331636508862738,1.0,0.6447916666666667,0.6666666666666666
JLR-4D adaptado,Equipo junior,Carga alta,Alta fatiga de reuniones,IA moderada,7.333333333333333,2.4110392326362127,47.666666666666664,7.108333333333333,10.8625,9.341666666666667,0.8138284892405683,1.0,0.6510833333333335,0.6333333333333333
JLR-4D adaptado,Equipo junior,Carga alta,Alta fatiga de reuniones,Sin IA,6.633333333333334,2.630472644210282,48.36666666666667,7.9375,12.7,10.483333333333333,0.7999179061494063,1.0,0.6448750000000001,0.6291666666666667
JLR-4D adaptado,Equipo junior,Carga alta,Backlog débil,IA alta,8.9,3.3869056241816025,46.1,8.4125,11.779166666666667,9.75,0.829024732921616,1.0,0.656125,0.6416666666666667
JLR-4D adaptado,Equipo junior,Carga alta,Backlog débil,IA moderada,7.895833333333333,2.974364552460651,47.104166666666664,9.045833333333333,13.495833333333334,11.275,0.8042859042205318,1.0,0.6428333333333334,0.5833333333333334
JLR-4D adaptado,Equipo junior,Carga alta,Backlog débil,Sin IA,7.1875,3.0768147007788538,47.8125,10.595833333333333,16.666666666666668,13.2,0.7758468893024854,1.0,0.6265416666666667,0.6833333333333333
JLR-4D adaptado,Equipo junior,Carga alta,Condición estándar,IA alta,9.058333333333334,3.3381172087424757,45.94166666666667,6.504166666666666,8.95,8.195833333333333,0.8580722980282083,1.0,0.6306666666666667,0.675
JLR-4D adaptado,Equipo junior,Carga alta,Condición estándar,IA moderada,8.7,3.276900259972453,46.3,7.9625,11.654166666666667,9.225,0.8135400710742651,1.0,0.6352916666666667,0.6875
JLR-4D adaptado,Equipo junior,Carga alta,Condición estándar,Sin IA,8.341666666666667,3.09675449850143,46.65833333333333,8.5375,13.320833333333333,11.754166666666666,0.808470144228927,1.0,0.6554583333333334,0.4708333333333333
JLR-4D adaptado,Equipo junior,Carga alta,Condición favorable,IA alta,10.425,3.6007030926620813,44.575,5.925,7.116666666666666,6.0875,0.873968964938581,1.0,0.6417916666666666,0.65
JLR-4D adaptado,Equipo junior,Carga alta,Condición favorable,IA moderada,9.441666666666666,3.272289726749147,45.55833333333333,6.604166666666667,8.354166666666666,7.625,0.855561113787578,1.0,0.640125,0.6625
JLR-4D adaptado,Equipo junior,Carga alta,Condición favorable,Sin IA,9.8,2.8843829967545105,45.2,7.670833333333333,10.0125,9.245833333333334,0.8447033413025642,1.0,0.6578333333333334,0.5416666666666666
JLR-4D adaptado,Equipo junior,Carga alta,Hand-off débil,IA alta,9.3625,3.297940589806193,45.6375,6.583333333333333,11.675,9.3125,0.8462377216586602,1.0,0.6467916666666668,0.6
JLR-4D adaptado,Equipo junior,Carga alta,Hand-off débil,IA moderada,7.995833333333334,2.915114151459434,47.00416666666667,7.65,14.295833333333333,11.5375,0.8255320754862472,1.0,0.6477083333333334,0.6916666666666667
JLR-4D adaptado,Equipo junior,Carga alta,Hand-off débil,Sin IA,6.775,3.175382558575493,48.225,8.170833333333333,16.570833333333333,13.5625,0.8111628562449881,1.0,0.6405416666666668,0.7
JLR-4D adaptado,Equipo junior,Carga baja,Alta fatiga de reuniones,IA alta,9.320833333333333,2.9232124197134715,20.679166666666667,2.2708333333333335,3.4458333333333333,3.066666666666667,0.9253020019406571,1.0,0.634625,0.5708333333333333
JLR-4D adaptado,Equipo junior,Carga baja,Alta fatiga de reuniones,IA moderada,9.320833333333333,2.801894034632827,20.679166666666667,2.7708333333333335,4.35,4.083333333333333,0.9050174792281493,1.0,0.6390416666666667,0.6333333333333333
JLR-4D adaptado,Equipo junior,Carga baja,Alta fatiga de reuniones,Sin IA,8.9,2.7592370542124343,21.1,2.9166666666666665,4.708333333333333,4.5,0.9097414152693591,1.0,0.6573333333333334,0.5625
JLR-4D adaptado,Equipo junior,Carga baja,Backlog débil,IA alta,11.141666666666667,3.256909830766914,18.858333333333334,3.033333333333333,4.391666666666667,3.995833333333333,0.914506026927148,0.9995265151515151,0.6399583333333333,0.6333333333333333
JLR-4D adaptado,Equipo junior,Carga baja,Backlog débil,IA moderada,10.925,3.5160421358759653,19.075,3.25,4.870833333333334,4.6,0.912229678115777,0.999905303030303,0.6469583333333334,0.5958333333333333
JLR-4D adaptado,Equipo junior,Carga baja,Backlog débil,Sin IA,10.654166666666667,3.394738627446161,19.345833333333335,3.904166666666667,5.954166666666667,5.916666666666667,0.901331163599599,0.9995556526806527,0.6556666666666667,0.4708333333333333
JLR-4D adaptado,Equipo junior,Carga baja,Condición estándar,IA alta,11.445833333333333,3.4672984149717805,18.554166666666667,2.5625,3.591666666666667,3.4833333333333334,0.9271428109008191,1.0,0.6564166666666668,0.6375
JLR-4D adaptado,Equipo junior,Carga baja,Condición estándar,IA moderada,11.25,3.367951340846483,18.75,2.75,4.079166666666667,4.491666666666666,0.9233296884845488,1.0,0.656,0.5041666666666667
JLR-4D adaptado,Equipo junior,Carga baja,Condición estándar,Sin IA,10.479166666666666,3.417831552959749,19.520833333333332,3.129166666666667,5.104166666666667,4.991666666666666,0.9154200712509452,1.0,0.641375,0.5666666666666667
JLR-4D adaptado,Equipo junior,Carga baja,Condición favorable,IA alta,12.720833333333333,3.4871526511286195,17.279166666666665,2.2416666666666667,2.675,2.8625,0.9424939446307267,1.0,0.6557083333333333,0.525
JLR-4D adaptado,Equipo junior,Carga baja,Condición favorable,IA moderada,11.629166666666666,3.0477344856661235,18.370833333333334,2.404166666666667,3.033333333333333,3.2583333333333333,0.9378075580894331,1.0,0.6525833333333334,0.42083333333333334
JLR-4D adaptado,Equipo junior,Carga baja,Condición favorable,Sin IA,10.979166666666666,3.516188404026169,19.020833333333332,2.8666666666666667,3.8541666666666665,3.908333333333333,0.9283168043367324,1.0,0.6360833333333334,0.7041666666666667
JLR-4D adaptado,Equipo junior,Carga baja,Hand-off débil,IA alta,10.9625,3.337790778394406,19.0375,2.45,4.45,4.145833333333333,0.928590495174232,1.0,0.65125,0.4875
JLR-4D adaptado,Equipo junior,Carga baja,Hand-off débil,IA moderada,10.916666666666666,3.216285269445029,19.083333333333332,2.95,5.875,5.304166666666666,0.9080239989287134,1.0,0.6545416666666667,0.49583333333333335
JLR-4D adaptado,Equipo junior,Carga baja,Hand-off débil,Sin IA,10.0375,3.2706777028596488,19.9625,3.3125,6.833333333333333,6.004166666666666,0.909363598747218,1.0,0.6506666666666667,0.5625
JLR-4D adaptado,Equipo junior,Carga media,Alta fatiga de reuniones,IA alta,9.270833333333334,2.733180464820709,30.729166666666668,3.7625,5.625,5.229166666666667,0.8910253590609434,1.0,0.6658333333333334,0.5166666666666667
JLR-4D adaptado,Equipo junior,Carga media,Alta fatiga de reuniones,IA moderada,8.391666666666667,2.908063622186318,31.608333333333334,4.270833333333333,6.5125,5.75,0.8750600203240599,1.0,0.634875,0.7833333333333333
JLR-4D adaptado,Equipo junior,Carga media,Alta fatiga de reuniones,Sin IA,7.8875,2.785168804932033,32.1125,4.8625,7.7375,7.025,0.8631423000471805,1.0,0.6530833333333333,0.6708333333333333
JLR-4D adaptado,Equipo junior,Carga media,Backlog débil,IA alta,10.008333333333333,3.3834344991092857,29.991666666666667,4.783333333333333,6.529166666666667,6.116666666666666,0.8862098551632113,1.0,0.6421250000000001,0.6416666666666667
JLR-4D adaptado,Equipo junior,Carga media,Backlog débil,IA moderada,9.516666666666667,3.261242757534377,30.483333333333334,5.416666666666667,7.991666666666666,7.216666666666667,0.8762846654642164,1.0,0.6482500000000001,0.5333333333333333
JLR-4D adaptado,Equipo junior,Carga media,Backlog débil,Sin IA,8.604166666666666,3.262180799776793,31.395833333333332,6.7125,10.583333333333334,8.516666666666667,0.8379002572191383,1.0,0.6400000000000001,0.6958333333333333
JLR-4D adaptado,Equipo junior,Carga media,Condición estándar,IA alta,10.233333333333333,3.3765951341757674,29.766666666666666,4.016666666666667,5.629166666666666,5.55,0.899631006381096,1.0,0.640875,0.6875
JLR-4D adaptado,Equipo junior,Carga media,Condición estándar,IA moderada,10.020833333333334,3.565816221814374,29.979166666666668,4.466666666666667,6.679166666666666,6.1125,0.8807302287511082,1.0,0.6327916666666666,0.625
JLR-4D adaptado,Equipo junior,Carga media,Condición estándar,Sin IA,9.533333333333333,3.1607777585669643,30.466666666666665,5.429166666666666,8.6375,7.8625,0.861970513628994,1.0,0.6502083333333334,0.6333333333333333
JLR-4D adaptado,Equipo junior,Carga media,Condición favorable,IA alta,11.85,3.454788684356322,28.15,3.5833333333333335,4.395833333333333,3.995833333333333,0.9179833289818674,1.0,0.6614166666666667,0.6
JLR-4D adaptado,Equipo junior,Carga media,Condición favorable,IA moderada,10.8625,3.5420147092914247,29.1375,3.9875,5.308333333333334,4.716666666666667,0.8987772973618866,1.0,0.65325,0.525
JLR-4D adaptado,Equipo junior,Carga media,Condición favorable,Sin IA,9.979166666666666,3.423336008657774,30.020833333333332,4.533333333333333,6.208333333333333,5.925,0.8877856999903634,1.0,0.6445833333333334,0.5875
JLR-4D adaptado,Equipo junior,Carga media,Hand-off débil,IA alta,10.220833333333333,3.464884110153208,29.779166666666665,3.970833333333333,7.345833333333333,6.420833333333333,0.8868695838173168,1.0,0.6409583333333334,0.5416666666666666
JLR-4D adaptado,Equipo junior,Carga media,Hand-off débil,IA moderada,9.804166666666667,3.2598712871716398,30.195833333333333,4.4375,8.766666666666667,7.4875,0.8804559964970126,1.0,0.6558750000000001,0.5125
JLR-4D adaptado,Equipo junior,Carga media,Hand-off débil,Sin IA,9.2875,3.3692943402832043,30.7125,5.45,11.020833333333334,9.104166666666666,0.856089365379445,1.0,0.6456250000000001,0.6625
JLR-4D adaptado,Equipo mixto,Alta dependencia,Alta fatiga de reuniones,IA alta,9.708333333333334,3.457805029298436,30.291666666666668,5.579166666666667,8.233333333333333,9.0125,0.8660628397307758,1.0,0.7122916666666667,0.6625
JLR-4D adaptado,Equipo mixto,Alta dependencia,Alta fatiga de reuniones,IA moderada,8.758333333333333,2.986709285659258,31.241666666666667,6.170833333333333,9.5,11.270833333333334,0.8626274759121813,1.0,0.7205416666666667,0.5291666666666667
JLR-4D adaptado,Equipo mixto,Alta dependencia,Alta fatiga de reuniones,Sin IA,7.241666666666666,3.1582947396471037,32.75833333333333,7.179166666666666,11.429166666666667,13.075,0.8340009018972713,0.9997159090909091,0.70575,0.6458333333333334
JLR-4D adaptado,Equipo mixto,Alta dependencia,Backlog débil,IA alta,11.416666666666666,3.607484858096386,28.583333333333332,7.320833333333334,10.525,11.7625,0.8663167656687131,0.9994534719172401,0.7270833333333333,0.49166666666666664
