scenario,active_events,experiment_id,sprint_id,team_size,num_tasks,effective_backlog_quality,effective_handoff_quality,effective_meeting_fatigue,effective_morale,event_count,completed_tasks,incomplete_tasks,blocked_events,blocked_days,rework_events,avg_cycle_time_completed_only,avg_lead_time_completed_only,flow_efficiency,capacity_utilization
JLR-4D adaptado,"Ajuste salarial, Vacaciones",10.875,4.5625,6.0,43.4375,0.834375,0.784375,0.1,0.8218749999999999,2.0,12.3125,31.125,5.4375,9.0,8.3125,3.637970832272303,4.958933519503373,0.8892018629326561,1.0
JLR-4D adaptado,"Ajuste salarial, Vacaciones, Renuncia por baja satisfacción",18.0,10.0,5.0,55.0,0.7999999999999999,0.7999999999999999,0.25,0.72,3.0,10.0,45.0,7.0,12.0,2.0,4.1,5.6,0.696969696969697,1.0
JLR-4D adaptado,Congelamiento salarial,9.906547619047618,5.991666666666666,6.0,41.482142857142854,0.7794642857142857,0.7716071428571428,0.13320238095238096,0.6607440476190476,1.0,11.80297619047619,29.679166666666667,5.210119047619048,8.530952380952382,7.8880952380952385,3.768647425431343,5.1093742896172225,0.8916332210927959,0.9999600037643517
JLR-4D adaptado,"Congelamiento salarial, Ajuste salarial",9.277777777777779,6.777777777777778,6.0,37.77777777777778,0.7555555555555555,0.7583333333333333,0.14388888888888887,0.7483333333333334,2.0,13.222222222222221,24.555555555555557,4.722222222222222,7.277777777777778,6.888888888888889,3.449292576956686,4.939880260798846,0.9066893141268889,1.0
JLR-4D adaptado,"Congelamiento salarial, Ajuste salarial, Renuncia",7.0,7.0,5.0,40.0,0.8,0.55,0.12,0.73,3.0,15.0,25.0,1.0,1.0,3.0,2.066666666666667,4.6,0.967741935483871,1.0
JLR-4D adaptado,"Congelamiento salarial, Ajuste salarial, Renuncia por baja satisfacción",5.0,9.0,5.0,55.0,0.75,0.75,0.25,0.56,3.0,3.0,52.0,10.0,14.0,9.0,5.0,5.0,0.6153846153846154,1.0
JLR-4D adaptado,"Congelamiento salarial, Ajuste salarial, Vacaciones, Renuncia por baja satisfacción",11.0,10.0,5.0,55.0,0.75,0.75,0.25,0.64,4.0,5.0,50.0,2.0,2.0,6.0,3.4,3.4,0.8666666666666667,1.0
JLR-4D adaptado,"Congelamiento salarial, Congelamiento salarial",10.096774193548388,6.161290322580645,6.0,40.32258064516129,0.7580645161290323,0.7096774193548387,0.13870967741935483,0.5596774193548386,2.0,10.258064516129032,30.06451612903226,4.741935483870968,8.290322580645162,8.129032258064516,3.642125168738072,4.904619932039287,0.8928710399273149,1.0
JLR-4D adaptado,"Congelamiento salarial, Congelamiento salarial, Intervención negativa de management",10.0,6.0,6.0,35.0,0.75,0.75,0.255,0.525,3.0,10.0,25.0,4.0,6.0,5.5,2.6333333333333333,4.0,0.95,1.0
JLR-4D adaptado,"Congelamiento salarial, Congelamiento salarial, Intervención positiva de management",10.0,11.0,6.0,30.0,0.6500000000000001,0.8,0.09,0.6,3.0,13.0,17.0,4.0,5.0,5.0,3.230769230769231,3.5384615384615383,0.875,1.0
JLR-4D adaptado,"Congelamiento salarial, Congelamiento salarial, Renuncia",18.0,9.0,5.0,55.0,0.55,0.75,0.12,0.4,3.0,2.0,53.0,11.0,15.0,15.0,6.5,6.5,0.9166666666666666,1.0
JLR-4D adaptado,"Congelamiento salarial, Congelamiento salarial, Vacaciones",12.0,6.0,6.0,30.0,0.75,0.75,0.25,0.53,3.0,8.0,22.0,1.0,2.0,4.0,3.375,5.625,0.9230769230769231,1.0
JLR-4D adaptado,"Congelamiento salarial, Contratación",8.757575757575758,5.96969696969697,7.0,40.75757575757576,0.7666666666666667,0.75,0.1593939393939394,0.6699999999999999,2.0,11.818181818181818,28.939393939393938,6.818181818181818,11.878787878787879,8.818181818181818,3.9437583905498346,5.078528266879814,0.8675383558517596,1.0
JLR-4D adaptado,"Congelamiento salarial, Contratación, Despido",12.0,7.0,6.0,40.0,0.8,0.8,0.1,0.52,3.0,9.0,31.0,12.0,15.0,14.0,3.0,5.333333333333333,0.8461538461538461,1.0
JLR-4D adaptado,"Congelamiento salarial, Contratación, Renuncia por baja satisfacción",11.0,3.3333333333333335,6.0,36.666666666666664,0.9,0.9,0.05000000000000001,0.5233333333333333,3.0,9.0,27.666666666666668,10.333333333333334,19.666666666666668,7.333333333333333,3.996212121212121,5.204545454545454,0.7253666937574984,1.0
JLR-4D adaptado,"Congelamiento salarial, Despido",9.91304347826087,6.173913043478261,5.0,45.21739130434783,0.7847826086956522,0.7782608695652173,0.13347826086956524,0.4695652173913043,2.0,6.391304347826087,38.82608695652174,5.043478260869565,7.391304347826087,5.304347826086956,4.1858852500156845,4.881913859087772,0.825760878149949,1.0
JLR-4D adaptado,"Congelamiento salarial, Despido, Congelamiento salarial",13.0,4.0,5.0,55.0,0.8,0.8,0.1,0.35999999999999993,3.0,6.0,49.0,8.0,10.0,11.0,4.5,5.333333333333333,0.8947368421052632,1.0
JLR-4D adaptado,"Congelamiento salarial, Enfermedad",8.85,5.7,6.0,37.5,0.78,0.7925,0.1105,0.6285000000000001,2.0,11.0,26.5,5.35,8.7,7.0,3.5763927861354334,4.834672598643187,0.8553097069605607,1.0
JLR-4D adaptado,"Congelamiento salarial, Feedback positivo del cliente",10.181818181818182,5.878787878787879,6.0,43.484848484848484,0.8151515151515152,0.7636363636363637,0.1506060606060606,0.6987878787878787,2.0,12.393939393939394,31.09090909090909,5.181818181818182,8.0,6.878787878787879,3.713814541386312,5.158589286400291,0.9001449461722848,1.0
JLR-4D adaptado,"Congelamiento salarial, Feedback tardío del cliente",13.148148148148149,4.7407407407407405,6.0,38.7037037037037,0.7885185185185185,0.7685185185185185,0.10851851851851853,0.6303703703703704,2.0,11.777777777777779,26.925925925925927,4.925925925925926,8.0,8.62962962962963,3.6650431177391964,5.050211958218494,0.8904753926698961,1.0
JLR-4D adaptado,"Congelamiento salarial, Feedback tardío del cliente, Renuncia por baja satisfacción",9.0,9.0,5.0,40.0,0.645,0.65,0.12,0.495,3.0,4.5,35.5,10.5,21.5,9.0,1.975,2.475,0.9,1.0
JLR-4D adaptado,"Congelamiento salarial, Feriado",9.5,5.65,6.0,42.0,0.8150000000000001,0.8550000000000001,0.12150000000000001,0.6605000000000001,2.0,12.35,29.65,6.35,9.25,8.0,3.6104055013613836,4.999001423413189,0.871796634647405,1.0
JLR-4D adaptado,"Congelamiento salarial, Feriado, Renuncia por baja satisfacción",11.0,4.0,5.0,40.0,0.8,0.8,0.1,0.6499999999999999,3.0,10.0,30.0,1.0,1.0,4.0,2.9,3.9,0.9565217391304348,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management",6.620689655172414,5.172413793103448,6.0,40.86206896551724,0.803448275862069,0.8189655172413793,0.19482758620689655,0.5948275862068966,2.0,11.068965517241379,29.79310344827586,5.344827586206897,8.206896551724139,7.172413793103448,3.6292783643055873,5.076681044807179,0.8752808826965337,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management, Ajuste salarial",3.0,2.0,6.0,55.0,0.7,0.7,0.33,0.67,3.0,11.0,44.0,4.0,7.0,7.0,4.0,4.636363636363637,0.8857142857142857,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management, Despido",17.0,10.0,5.0,40.0,0.85,0.6,0.2,0.41000000000000003,3.0,6.0,34.0,11.0,20.0,6.0,5.0,5.666666666666667,0.6,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management, Renuncia por baja satisfacción",10.0,7.0,5.0,40.0,0.8642857142857142,0.8642857142857142,0.23,0.42857142857142855,3.0,6.142857142857143,33.857142857142854,5.285714285714286,5.571428571428571,6.285714285714286,3.689285714285714,4.875510204081633,0.8486596736596737,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management, Renuncia por baja satisfacción, Despido",6.0,5.0,4.0,40.0,0.75,0.75,0.33,0.23999999999999994,4.0,5.0,35.0,12.0,21.0,5.0,4.4,5.6,0.6190476190476191,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención negativa de management, Vacaciones",2.0,8.0,6.0,40.0,0.85,0.6,0.2,0.5499999999999999,3.0,8.0,32.0,8.0,14.0,14.0,5.25,5.25,0.717948717948718,1.0
JLR-4D adaptado,"Congelamiento salarial, Intervención positiva de management",9.074074074074074,7.074074074074074,6.0,40.370370370370374,0.7981481481481482,0.6944444444444444,0.12,0.7185185185185184,2.0,13.222222222222221,27.14814814814815,4.0,6.851851851851852,8.11111111111111,3.7164034525145637,5.185160548245343,0.9025208672685856,0.9975845410628019
JLR-4D adaptado,"Congelamiento salarial, Intervención positiva de management, Renuncia por baja satisfacción",16.0,3.0,5.0,30.0,1.0,1.0,0.020000000000000004,0.5599999999999999,3.0,9.0,21.0,0.0,0.0,4.0,4.222222222222222,6.222222222222222,1.0,1.0
JLR-4D adaptado,"Congelamiento salarial, Paternidad/Maternidad",8.0,6.595238095238095,6.0,41.19047619047619,0.7952380952380952,0.7738095238095238,0.12404761904761905,0.6719047619047619,2.0,9.785714285714286,31.404761904761905,6.166666666666667,10.238095238095237,7.4523809523809526,3.852535345917699,4.961720552634418,0.8568303196767693,1.0
JLR-4D adaptado,"Congelamiento salarial, Paternidad/Maternidad, Intervención negativa de management",5.0,11.0,6.0,40.0,0.75,0.5,0.2,0.61,3.0,7.0,33.0,15.0,32.0,16.0,2.142857142857143,3.0,0.8,1.0
JLR-4D adaptado,"Congelamiento salarial, Paternidad/Maternidad, Intervención positiva de management",1.0,9.0,6.0,55.0,0.8,0.75,0.07,0.7,3.0,8.0,47.0,13.0,24.0,10.0,3.0,4.5,0.8571428571428571,1.0
JLR-4D adaptado,"Congelamiento salarial, Paternidad/Maternidad, Renuncia por baja satisfacción",4.333333333333333,6.333333333333333,5.0,45.0,0.9166666666666666,0.9166666666666666,0.06666666666666667,0.5466666666666667,3.0,6.0,39.0,5.666666666666667,9.0,5.666666666666667,4.527777777777778,5.152777777777778,0.7754629629629629,1.0
JLR-4D adaptado,"Congelamiento salarial, Paternidad/Maternidad, Renuncia por baja satisfacción, Enfermedad",13.0,11.0,5.0,55.0,0.85,0.85,0.1,0.4800000000000001,4.0,3.0,52.0,4.0,5.0,4.0,2.6666666666666665,5.0,1.0,1.0
JLR-4D adaptado,"Congelamiento salarial, Presión de deadline",11.5,4.875,6.0,40.9375,0.8093750000000001,0.81875,0.1725,0.60125,2.0,10.8125,30.125,6.625,10.125,9.875,3.711879547127709,5.114711876154891,0.8954016981439783,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia",7.282051282051282,6.897435897435898,5.0,44.35897435897436,0.7871794871794872,0.7871794871794872,0.1341025641025641,0.532051282051282,2.0,6.358974358974359,38.0,5.6923076923076925,9.948717948717949,6.282051282051282,3.9984219484219485,5.021847596847597,0.8037816049709112,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción",11.39090909090909,6.036363636363636,5.0,42.22727272727273,0.7722727272727273,0.7822727272727272,0.13018181818181818,0.5166363636363637,2.0,6.4,35.82727272727273,5.627272727272727,9.754545454545454,6.818181818181818,4.036887077568895,5.119606857788677,0.8439327462059115,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Ajuste salarial, Feedback tardío del cliente",14.0,10.0,5.0,40.0,0.7699999999999999,0.7999999999999999,0.25,0.53,4.0,4.0,36.0,7.0,10.0,12.0,5.75,5.75,0.75,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Congelamiento salarial",16.0,2.5,5.0,40.0,0.75,0.75,0.1,0.47,3.0,4.0,36.0,7.0,10.0,12.5,3.8,4.3,0.6666666666666666,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Enfermedad",11.0,4.0,5.0,55.0,1.0,1.0,0.05,0.4600000000000001,3.0,6.0,49.0,6.0,7.0,5.0,3.3333333333333335,3.8333333333333335,0.8125,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Feedback positivo del cliente",18.0,4.0,5.0,40.0,0.6400000000000001,0.8,0.12,0.58,3.0,10.0,30.0,0.0,0.0,3.0,2.5,4.1,1.0,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Feedback tardío del cliente",14.0,11.0,5.0,40.0,0.77,0.55,0.12,0.47,3.0,3.5,36.5,7.0,12.5,13.0,3.5,5.2,1.0,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Intervención negativa de management",10.0,2.0,5.0,55.0,0.55,0.75,0.2,0.41999999999999993,3.0,4.0,51.0,14.0,34.0,11.0,5.25,5.25,0.55,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Intervención positiva de management",0.0,4.0,5.0,40.0,0.7000000000000001,0.85,0.09,0.54,3.0,6.0,34.0,4.0,10.0,7.0,5.166666666666667,5.166666666666667,0.7727272727272727,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Renuncia",4.5,8.0,4.0,40.0,0.625,0.825,0.12,0.37,3.0,3.5,36.5,12.5,21.5,7.0,1.6666666666666667,2.333333333333333,0.9642857142857143,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia por baja satisfacción, Renuncia, Enfermedad",3.0,10.0,4.0,40.0,0.65,0.85,0.12,0.34,4.0,6.0,34.0,8.0,13.0,5.0,5.333333333333333,5.333333333333333,0.6086956521739131,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia, Feriado",16.0,11.0,5.0,30.0,0.7,0.7,0.25,0.48000000000000004,3.0,6.0,24.0,0.0,0.0,4.0,3.5,3.8333333333333335,1.0,1.0
JLR-4D adaptado,"Congelamiento salarial, Renuncia, Intervención positiva de management",2.0,10.0,5.0,40.0,0.8,0.75,0.07,0.5599999999999999,3.0,11.0,29.0,3.0,3.0,3.0,2.090909090909091,4.636363636363637,0.9545454545454546,1.0
JLR-4D adaptado,"Congelamiento salarial, Vacaciones",10.521739130434783,7.217391304347826,6.0,38.47826086956522,0.7652173913043478,0.7760869565217392,0.12,0.6743478260869565,2.0,11.956521739130435,26.52173913043478,5.217391304347826,8.652173913043478,7.043478260869565,3.93054915388675,5.261283218060711,0.8655222019602933,1.0
JLR-4D adaptado,"Congelamiento salarial, Vacaciones, Renuncia por baja satisfacción",18.0,7.0,5.0,40.0,0.75,0.75,0.25,0.51,3.0,8.0,32.0,6.0,8.0,7.0,4.375,4.625,0.875,1.0
JLR-4D adaptado,Contratación,9.652707984366275,5.63428252372976,7.0,41.0999441652708,0.7760189838079284,0.7670854271356783,0.13257956448911223,0.7787213847012843,1.0,13.156895589056393,27.943048576214405,6.357342266890005,10.40145170295924,9.02177554438861,3.744667864784293,5.038152149218262,0.8818372633941811,0.9999478241900028
JLR-4D adaptado,"Contratación, Ajuste salarial",9.28125,6.1875,7.0,39.6875,0.76875,0.7531249999999999,0.1521875,0.85875,2.0,14.0,25.6875,5.40625,9.53125,9.875,3.614185363077437,4.997419711267554,0.9084219229655817,1.0
JLR-4D adaptado,"Contratación, Congelamiento salarial",9.055555555555555,5.805555555555555,7.0,40.0,0.8125,0.7875000000000001,0.14527777777777778,0.6908333333333333,2.0,11.86111111111111,28.13888888888889,6.25,10.722222222222221,8.833333333333334,3.921353378112924,5.212607749004808,0.8788129423797488,1.0
JLR-4D adaptado,"Contratación, Congelamiento salarial, Renuncia por baja satisfacción",18.0,7.0,6.0,55.0,0.8,0.55,0.12,0.53,3.0,6.0,49.0,7.0,14.0,11.0,4.166666666666667,5.666666666666667,0.875,1.0
JLR-4D adaptado,"Contratación, Congelamiento salarial, Vacaciones",2.0,2.0,7.0,40.0,0.75,0.75,0.1,0.64,3.0,15.0,25.0,5.0,9.0,6.0,2.1333333333333333,4.6,0.9375,1.0
JLR-4D adaptado,"Contratación, Contratación",8.8,6.95,8.0,43.75,0.8025,0.7424999999999999,0.11374999999999999,0.7915,2.0,12.525,31.225,8.4,14.6,11.025,3.8979991049756917,5.1416577411236855,0.8479271348277685,1.0
JLR-4D adaptado,"Contratación, Contratación, Despido",17.0,5.0,7.0,40.0,0.75,0.5,0.12,0.63,3.0,4.0,36.0,15.0,28.0,17.0,3.75,3.75,0.9285714285714286,1.0
JLR-4D adaptado,"Contratación, Contratación, Feedback positivo del cliente",10.0,6.0,8.0,40.0,0.8400000000000001,0.8,0.1,0.77,3.0,7.0,33.0,13.0,17.0,21.0,4.285714285714286,5.428571428571429,0.7391304347826086,1.0
JLR-4D adaptado,"Contratación, Contratación, Renuncia por baja satisfacción",5.5,5.0,7.0,30.0,0.85,0.6,0.12,0.63,3.0,9.0,21.0,3.0,6.0,3.0,3.4220779220779223,5.227272727272727,0.9157608695652174,1.0
JLR-4D adaptado,"Contratación, Despido",8.310344827586206,5.517241379310345,6.0,38.793103448275865,0.7517241379310345,0.789655172413793,0.1517241379310345,0.5913793103448275,2.0,7.620689655172414,31.17241379310345,5.724137931034483,9.655172413793103,6.517241379310345,3.8775191283811976,4.984184493667253,0.7948861544695526,1.0
JLR-4D adaptado,"Contratación, Despido, Despido",0.0,2.0,5.0,30.0,0.55,0.75,0.12,0.37,3.0,2.0,28.0,3.0,3.0,8.0,2.5,2.5,0.8,1.0
JLR-4D adaptado,"Contratación, Despido, Feedback positivo del cliente",0.0,6.0,6.0,30.0,0.6900000000000001,0.85,0.12,0.56,3.0,8.0,22.0,5.0,5.0,4.0,3.5,4.75,0.8571428571428571,1.0
JLR-4D adaptado,"Contratación, Despido, Feedback tardío del cliente",6.0,10.0,6.0,55.0,0.82,0.85,0.1,0.5,3.0,5.0,50.0,8.0,10.0,11.0,4.2,4.2,0.6111111111111112,1.0
JLR-4D adaptado,"Contratación, Despido, Feriado",12.0,8.0,6.0,40.0,0.8,0.8,0.1,0.6,3.0,6.0,34.0,6.0,8.0,10.0,5.5,5.5,0.6923076923076923,1.0
JLR-4D adaptado,"Contratación, Despido, Intervención positiva de management",9.5,7.0,6.0,35.0,0.775,0.725,0.22,0.6000000000000001,3.0,5.5,29.5,7.0,11.5,8.0,4.25,4.916666666666666,0.8123569794050343,1.0
JLR-4D adaptado,"Contratación, Despido, Renuncia por baja satisfacción",16.0,6.6,5.0,39.0,0.75,0.7,0.164,0.45,3.0,4.2,34.8,10.2,23.2,7.4,3.0488888888888885,4.0088888888888885,0.8820392156862745,1.0
JLR-4D adaptado,"Contratación, Enfermedad",11.238095238095237,6.285714285714286,7.0,39.76190476190476,0.7833333333333333,0.7642857142857143,0.14476190476190476,0.7614285714285715,2.0,11.238095238095237,28.523809523809526,7.857142857142857,13.80952380952381,8.285714285714286,3.8715166408443715,5.058279080863114,0.8674919008076529,1.0
JLR-4D adaptado,"Contratación, Feedback positivo del cliente",12.45,5.7,7.0,39.5,0.8210000000000001,0.8,0.156,0.8099999999999999,2.0,12.7,26.8,5.65,8.4,7.3,3.5003227124183005,4.985567810457516,0.9026813679810297,0.9983870967741936
JLR-4D adaptado,"Contratación, Feedback positivo del cliente, Renuncia por baja satisfacción",9.0,9.0,6.0,47.5,0.8150000000000001,0.65,0.185,0.6649999999999999,3.0,7.0,40.5,7.5,19.0,9.0,4.428571428571429,5.5,0.6705069124423964,1.0
JLR-4D adaptado,"Contratación, Feedback tardío del cliente",9.227272727272727,5.454545454545454,7.0,40.45454545454545,0.7813636363636364,0.825,0.1190909090909091,0.7331818181818182,2.0,12.045454545454545,28.40909090909091,9.772727272727273,15.227272727272727,13.772727272727273,3.7811753515543334,5.086247981300004,0.8651369155675261,1.0
JLR-4D adaptado,"Contratación, Feedback tardío del cliente, Renuncia por baja satisfacción",19.0,9.0,6.0,40.0,0.87,0.9,0.05,0.58,3.0,4.0,36.0,15.0,20.0,17.0,5.25,5.25,0.8125,1.0
